annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million
24090;VENDREDI;08/11/2024;10;06/02/2025;48;2;35;33;42;1;3;-2-33-35-42-48-;-1-3-;0;0;0;0;3;316791,8;2;12;18509,8;11;39;1773,9;145;811;157,1;385;1816;74,1;375;1838;51,5;5426;27240;17,3;7970;38734;13,6;17317;87064;11,2;32730;157954;7,5;122912;594236;6,3;270606;1340773;4,5;0;0;6;587,9;75;26,1;202;9,7;2593;1,8;3896;3,3;15425;4;29558;9,6;57836;2,7;618200;2,3;RS 871 5067;
24089;MARDI;05/11/2024;9;03/02/2025;50;8;37;1;19;9;6;-1-8-19-37-50-;-6-9-;0;0;0;1;6;119513;3;8;20949,1;10;44;1186,3;193;870;110,5;410;1882;54;453;1846;38,6;6004;27255;13,1;8113;35363;11,2;18140;80046;9,2;32599;146834;6,1;113765;501357;5,6;254391;1128830;4;0;0;6;466,5;84;18,5;170;9,1;2847;1,3;3692;2,8;14785;3,3;25513;8,9;52683;2,4;467139;2,4;HR 461 7160;
24088;VENDREDI;01/11/2024;8;30/01/2025;44;7;50;33;38;2;7;-7-33-38-44-50-;-2-7-;0;0;0;0;5;152337,6;0;4;44504,7;7;50;1108,9;131;701;145,7;485;2297;47;292;1589;47,7;7612;33152;11,4;7349;39237;10,7;14339;77972;10,1;43770;184689;5,1;114310;567133;5,3;213391;1113984;4,3;0;0;5;546,7;61;24,8;226;6,7;3433;1,1;3371;3;19101;2,5;31887;6,9;52525;2,3;492047;2,2;AE 224 2371;
24087;MARDI;29/10/2024;7;27/01/2025;45;30;19;1;2;12;10;-1-2-19-30-45-;-10-12-;0;0;0;1;2;293155,7;0;3;45676,8;4;23;1855,7;84;478;164,4;211;1027;80,9;254;1368;42,6;3152;15437;18,9;4661;22908;14,2;13913;65223;9,2;16212;81020;9;70188;342322;6,7;210847;984152;3,7;1;1190,2;3;317,4;38;31,3;91;13;1530;1,9;2288;3,4;8093;4,6;12898;13,4;34948;2,8;298332;2,9;MU 135 5274;
24086;VENDREDI;25/10/2024;6;23/01/2025;4;20;45;25;17;9;8;-4-17-20-25-45-;-8-9-;0;0;0;0;2;402669,5;3;7;26888,7;10;40;1465,6;198;1014;106,5;330;1724;66,2;410;2069;38,7;4927;25930;15,4;9209;45365;9,8;19205;94572;8,8;24866;131896;7,6;124010;630402;5;263077;1321965;3,8;0;0;4;692,8;98;15,7;156;9,8;2386;1,6;4253;2,4;11849;4;18560;12,1;57058;2,2;454992;2,4;VP 603 1205;
24085;MARDI;22/10/2024;5;20/01/2025;13;46;3;27;30;1;2;-3-13-27-30-46-;-1-2-;0;0;0;1;2;269163,3;4;9;13979,5;5;24;1632,8;156;705;102,3;226;1155;66;363;1695;31,6;3216;16432;16,3;6395;29417;10,1;14859;69726;7,9;16944;85273;7,9;87506;402090;5,2;196822;930745;3,6;1;1121,8;2;448,7;85;13,1;111;10,1;1490;1,8;2955;2,5;8018;4,4;13014;12,5;40539;2,2;324679;2,5;UK 403 4512;
24084;VENDREDI;18/10/2024;4;16/01/2025;23;39;4;15;30;12;1;-4-15-23-30-39-;-1-12-;0;0;0;0;2;352631,7;0;6;27471,9;5;35;1466,8;140;706;133,9;332;1479;67,5;473;2170;32,3;4399;20021;17,5;6585;30918;12,6;20483;94852;7,6;23330;107220;8,2;92509;432047;6,4;272420;1256893;3,5;0;0;3;932;62;24,6;174;8,8;2238;1,7;3197;3,2;12077;4;19955;11,2;45500;2,7;391339;2,8;OJ 183 5872;
24083;MARDI;15/10/2024;3;13/01/2025;15;48;2;36;32;3;9;-2-15-32-36-48-;-3-9-;0;0;0;0;1;506802,6;0;5;23689,6;7;27;1366,4;92;481;141,2;229;1221;58,8;206;1035;48,7;3904;19239;13,1;4079;21401;13,1;8801;45553;11,5;24215;113067;5,6;66251;328382;6;142398;692194;4,6;0;0;4;507,1;49;22,5;111;9,9;1906;1,4;2046;3,6;11439;3;22592;7,2;32549;2,8;362827;2,2;TF 309 7516;
24082;VENDREDI;11/10/2024;2;09/01/2025;23;46;32;16;49;5;4;-16-23-32-46-49-;-4-5-;0;0;0;1;3;223088;0;6;26069,6;8;30;1624;163;738;121,6;320;1369;69,3;303;1437;46,3;4530;20133;16,5;6565;31194;11,9;13896;64209;10,7;25347;112915;7,4;99826;463749;5,6;206566;946037;4,4;0;0;5;567,8;82;19,2;158;9,8;2220;1,7;3113;3,3;12291;3,9;22724;10;47820;2,6;500129;2,2;JJ 233 7686;
24081;MARDI;08/10/2024;1;06/01/2025;7;19;34;14;40;8;6;-7-14-19-34-40-;-6-8-;0;0;0;0;4;122519,2;0;7;16362,7;7;31;1150,8;116;533;123,3;314;1313;52,9;269;1279;38,1;4572;19378;12,5;5650;25616;10,6;12548;56697;8,9;24137;100095;6,1;84914;372862;5,1;186586;821666;3,7;0;0;3;687,5;68;16,8;145;7,9;2122;1,3;2701;2,8;11308;3,1;17947;9,2;40727;2,2;335665;2,4;WM 303 1045;
24080;VENDREDI;04/10/2024;8;02/01/2025;4;17;8;16;20;6;1;-4-8-16-17-20-;-1-6-;0;1;162256512;5;12;94700;10;20;13279,7;30;97;852,8;528;1811;84,1;972;3444;46,7;1306;4613;24,5;11722;43110;13,1;18900;68777;9,1;45349;167492;7;52545;204256;6,9;230953;870340;5,1;540775;2086207;3,4;3;927,4;16;139,1;221;12,5;434;6,3;5128;1,3;8415;2,1;23718;3,6;36316;11;104618;2,1;757309;2,6;NR 671 2640;
24079;MARDI;01/10/2024;7;30/12/2024;22;41;8;42;29;9;11;-8-22-29-41-42-;-9-11-;0;0;0;1;7;124015,8;2;10;20289,1;8;46;1373,8;185;846;137,6;380;1791;68,7;527;2087;41,4;5804;26227;16,4;9497;40760;11,8;22997;93991;9,5;31735;141713;7,6;139618;587531;5,8;336913;1358844;4;1;2060,6;2;824,2;79;25,7;173;11,8;2717;1,8;4307;3,1;14875;4,2;25464;11,6;64203;2,6;572723;2,5;LE 141 0047;
24078;VENDREDI;27/09/2024;6;26/12/2024;7;21;38;20;27;12;5;-7-20-21-27-38-;-5-12-;0;0;0;1;3;416328,8;7;18;16217,1;17;68;1337;415;1478;113,3;795;2773;63,8;1130;3682;33,7;10891;39401;15,7;18595;67092;10,3;48235;164809;7,8;54133;199805;7,8;258915;940455;5,2;649782;2273779;3,4;1;3397,3;7;388,2;187;17,8;378;8,9;5132;1,6;8527;2,6;26564;3,9;40847;11,9;120278;2,3;900632;2,7;AQ 201 0796;
24077;MARDI;24/09/2024;5;23/12/2024;20;21;49;36;18;5;3;-18-20-21-36-49-;-3-5-;0;0;0;2;4;138661,1;2;2;64814,7;6;25;1615;96;535;139;324;1429;55;255;1096;50,4;4936;22528;12,2;5143;24809;12,4;11230;51717;11;28367;129548;5,3;87643;400108;5,4;175531;793593;4,4;1;1219,2;3;325,1;42;29;150;8;2228;1,3;2439;3,3;12649;3;21363;8,2;40884;2,4;377496;2,3;KD 820 4282;
24076;VENDREDI;20/09/2024;4;19/12/2024;16;37;34;25;29;3;7;-16-25-29-34-37-;-3-7-;0;0;0;1;3;231778,9;1;13;12500,9;12;54;937,3;147;752;123,9;572;2608;37,7;302;1537;45;8476;37366;9,2;7628;34527;11,1;14313;68306;10,5;48495;207694;4,1;113129;502378;5,4;208871;994624;4,4;1;1525,2;3;305;61;24,2;242;6,2;3766;1;3578;2,8;20937;2,2;37192;5,9;52149;2,3;503672;2,1;GK 429 0112;
24075;MARDI;17/09/2024;3;16/12/2024;30;32;20;41;44;10;1;-20-30-32-41-44-;-1-10-;0;0;0;0;0;0;1;4;159071,5;5;19;1976;97;460;150,3;213;917;79,7;215;1158;44,3;3085;13868;18,5;4528;20774;13,7;10445;49650;10,7;16142;73056;8,8;64649;296919;6,8;163134;752833;4,3;0;0;2;1055,9;42;27,9;100;11,6;1536;1,8;2181;3,5;8004;4,5;14555;11,6;31151;3;324241;2,6;QG 873 4967;
24074;VENDREDI;13/09/2024;2;12/12/2024;31;42;10;15;17;4;12;-10-15-17-31-42-;-4-12-;0;0;0;1;3;252503,6;0;5;35408,5;7;23;2397,5;207;749;135,6;438;1516;70,8;638;2144;35,1;6143;21197;17,7;10614;35525;11,8;27791;94256;8,3;31206;111292;8,5;149577;509083;5,8;390054;1330865;3,6;0;0;3;1329,8;97;22,8;229;9,5;3206;1,7;5189;2,8;16316;4,2;26132;12,2;72758;2,4;591003;2,7;TE 497 3637;
24073;MARDI;10/09/2024;1;09/12/2024;48;46;6;29;47;9;2;-6-29-46-47-48-;-2-9-;0;0;0;0;1;484860,8;2;6;18886,6;3;13;2715,1;77;357;182,1;192;954;72;151;811;59,5;3424;15401;15,6;3844;18241;14,7;8378;40170;12,4;20745;93391;6,5;62495;290184;6,5;135782;629021;4,8;0;0;2;998,5;42;26,4;89;12,4;1656;1,6;1964;3,7;9674;3,5;17740;9;30927;2,9;351858;2,2;QN 829 8322;
24072;VENDREDI;06/09/2024;12;05/12/2024;34;47;14;12;41;3;4;-12-14-34-41-47-;-3-4-;0;1;149017789;1;4;257427,9;1;7;34380;14;55;1362,9;210;1022;135,1;434;2111;69,1;468;2061;49,7;7002;31655;16,2;10530;46435;12,3;21629;96179;11;39884;175554;7,3;168968;717046;5,6;337735;1470121;4,4;0;0;10;421,6;90;25,7;184;12,4;3147;1,8;4715;3,2;17890;4;30057;11,2;76083;2,5;739666;2,2;GS 272 9213;
24071;MARDI;03/09/2024;11;02/12/2024;7;9;11;45;16;5;2;-7-9-11-16-45-;-2-5-;0;0;0;0;3;262554;2;11;16735,4;16;55;1042,5;238;1014;104,1;714;2788;40;600;2309;33,9;8754;37098;10,5;12070;48894;8,9;25955;102946;7,9;41274;178225;5,5;159631;663338;4,6;333091;1378289;3,6;0;0;7;447,1;109;15,8;310;5,5;3640;1,1;5293;2,1;17851;3;26491;9,4;70351;2;492448;2,5;MS 437 2213;
24070;VENDREDI;30/08/2024;10;28/11/2024;3;24;42;33;27;6;4;-3-24-27-33-42-;-4-6-;0;0;0;2;5;184395,8;4;14;15391,5;16;48;1398,2;271;1148;107,6;673;2702;48,3;513;2523;36,4;9163;37184;12,3;10823;50222;10,1;23976;111392;8,5;45826;189326;6,1;147363;687522;5,2;330448;1536840;3,8;0;0;6;572,1;114;16,1;292;6,4;4009;1,1;4771;2,6;20136;2,9;31748;8,6;65768;2,3;542203;2,5;IX 551 1819;
24069;MARDI;27/08/2024;9;25/11/2024;1;47;42;8;11;11;4;-1-8-11-42-47-;-4-11-;0;0;0;0;0;0;1;5;160042;6;36;1311,5;134;626;138,9;294;1394;65,9;295;1368;47,2;4534;20589;15,6;6701;29083;12,3;15577;66704;10;23087;108715;7,4;100021;444203;5,7;239668;1036127;3,9;0;0;5;500,9;66;21;135;10,1;2098;1,6;3053;3;10536;4,1;16599;12;45861;2,4;372929;2,6;IS 628 8428;
24068;VENDREDI;23/08/2024;8;21/11/2024;50;47;24;9;15;8;9;-9-15-24-47-50-;-8-9-;0;0;0;1;1;778922,8;1;7;26006,7;5;28;2025,1;139;799;130,7;337;1669;66,1;339;1604;48,3;5112;24219;16;7879;37459;11,5;16036;76049;10,5;27535;129475;7,5;122697;568176;5,4;252162;1163902;4,2;0;0;4;744,3;75;21,7;161;10,2;2423;1,6;3653;3;12715;4;20089;11,8;55533;2,4;498064;2,3;IZ 803 0758;
24067;MARDI;20/08/2024;7;18/11/2024;10;18;13;26;7;12;3;-7-10-13-18-26-;-3-12-;0;0;0;3;8;71422,4;5;17;7855,3;20;50;831,8;317;1155;66,3;345;1615;50,1;811;2802;20,3;4386;19267;14,7;10370;41344;7,6;25568;98103;6;20141;90712;7,8;114373;483099;4,6;280515;1152657;3,1;2;621,4;5;198,8;136;9;171;7,2;2153;1,4;4713;1,7;9752;3,9;14090;12,7;52368;1,9;322681;2,7;DV 355 7712;
24066;VENDREDI;16/08/2024;6;14/11/2024;49;45;15;29;17;10;1;-15-17-29-45-49-;-1-10-;0;0;0;1;4;184603,5;0;5;34515,9;3;29;1853,5;109;663;149,3;278;1352;77,4;316;1744;42,1;3605;20538;17,9;5638;30884;13,2;15472;82155;9,2;19391;106693;8,6;84925;459663;6,3;227238;1208658;3,8;0;0;2;1234,5;40;34,2;129;10,5;1795;1,8;2748;3,3;9796;4,3;16286;12,1;40627;2,7;366466;2,6;EW 999 5827;
24065;MARDI;13/08/2024;5;11/11/2024;15;16;40;47;39;1;6;-15-16-39-40-47-;-1-6-;0;0;0;1;1;534410,6;0;3;41633,5;6;26;1496,2;82;420;170,6;204;1048;72,2;175;977;54,4;3095;15680;16,9;3879;20234;14,6;9020;47407;11,6;18596;89519;7,4;63435;319528;6,6;146775;756665;4,4;0;0;4;504;37;29,4;97;11,4;1475;1,8;1948;3,8;8568;4;15916;10,1;30345;3;335340;2,4;QR 386 7838;
24064;VENDREDI;09/08/2024;4;07/11/2024;33;23;25;44;21;4;10;-21-23-25-33-44-;-4-10-;0;0;0;0;4;163953;2;6;25545,6;6;33;1446,7;187;844;104,1;329;1481;62,7;409;1836;35,5;4561;21243;15,3;7059;33542;10,8;17935;87750;7,7;24084;108813;7,5;95028;454827;5,6;242121;1148588;3,6;0;0;2;1278,3;80;17,3;161;8,8;2272;1,5;3363;2,7;11716;3,7;18842;10,8;45139;2,5;383535;2,6;LP 008 3446;
24063;MARDI;06/08/2024;3;04/11/2024;41;27;50;1;18;2;12;-1-18-27-41-50-;-2-12-;0;0;0;2;4;121482,3;4;7;16224,2;4;23;1538;96;489;133,2;164;881;78,1;249;1214;39,8;2685;13024;18,5;4383;21234;12,7;11069;51760;9,7;14052;68138;8,9;64234;305973;6,2;161788;759216;4;0;0;0;0;53;56,1;89;11,4;1346;1,9;2108;3,3;7170;4,6;12838;11,9;31515;2,7;292735;2,6;NX 605 8090;
24062;VENDREDI;02/08/2024;2;31/10/2024;12;7;33;5;46;3;12;-5-7-12-33-46-;-3-12-;0;0;0;0;3;204919,7;6;14;10262,8;10;32;1398,5;189;817;100,9;283;1359;64,1;454;1882;32,5;4140;19020;16;8327;34379;9,9;19459;79750;7,9;20075;95045;8,1;105823;462879;5,2;253022;1092703;3,5;0;0;5;484,8;94;14,1;132;10,1;2144;1,5;4056;2,2;10465;4;15196;12,7;50942;2,1;356162;2,7;PI 666 8268;
24061;MARDI;30/07/2024;1;28/10/2024;28;37;9;38;25;2;8;-9-25-28-37-38-;-2-8-;0;0;0;0;0;0;0;5;108423,6;8;23;1390,7;96;436;135,1;264;1224;50,8;151;831;52,6;4533;20011;10,9;4373;20354;11,9;9202;44479;10,2;23517;108011;5;67488;311867;5,5;144571;671590;4,1;0;0;4;434,3;52;18,5;115;8,2;2079;1,1;2094;3;10850;2,7;17873;7,8;32074;2,4;284465;2,4;LO 604 7342;
24060;VENDREDI;26/07/2024;2;24/10/2024;35;37;23;19;4;8;4;-4-19-23-35-37-;-4-8-;0;1;28649442;1;4;152025,2;1;10;14212,3;13;54;819,7;187;902;90,4;427;1966;43,8;334;1741;34,7;5826;27669;10,9;6634;34471;9,8;13972;71010;8,8;29718;140022;5,4;94055;459322;5,2;200224;975900;3,9;1;1262,4;7;144,2;86;14,6;232;5,3;2727;1,1;3051;2,7;13219;2,9;19942;9,1;43950;2,3;358960;2,5;IX 804 7766;
24059;MARDI;23/07/2024;1;21/10/2024;8;10;16;34;4;8;4;-4-8-10-16-34-;-4-8-;0;0;0;0;3;147222;2;7;14746,3;16;76;423;160;630;94;704;2862;21,8;279;1240;35,4;5911;25377;8,6;6480;28739;8,5;11984;54425;8,3;21387;97862;5,6;80962;359529;4,8;162812;731173;3,8;0;0;4;438,5;70;13,9;308;3,1;2640;0,9;3030;2,1;9928;3;14568;9,6;38556;2;266844;2,6;ET 230 6121;
24058;VENDREDI;19/07/2024;4;17/10/2024;44;22;35;48;15;6;7;-15-22-35-44-48-;-6-7-;1;2;26181999;1;3;240060,3;0;3;56106;5;42;1248,2;173;851;113,4;290;1582;64,5;359;1790;40;4479;23538;15,2;7517;36053;11;13309;71874;10,3;25825;128931;6,9;102969;513956;5,5;189547;1033719;4,4;1;1428,5;2;571,4;83;17;132;10,8;2082;1,7;3651;2,5;12000;3,7;21767;9,4;48324;2,4;491593;2;FB 529 4041;
24057;MARDI;16/07/2024;3;14/10/2024;39;35;2;36;32;7;8;-2-32-35-36-39-;-7-8-;0;0;0;0;1;492731,3;2;5;23031,8;3;18;1992,7;76;371;178;173;859;81,3;154;795;61,7;2762;13715;17,8;3859;18872;14,5;7417;39280;12,9;17264;80470;7,6;63009;309957;6,2;122088;619066;5;0;0;0;0;41;75;94;11,2;1368;1,9;1941;3,7;8392;4;16908;9,4;30928;2,9;397607;1,9;DJ 920 2664;
24056;VENDREDI;12/07/2024;2;10/10/2024;12;39;24;25;18;10;8;-12-18-24-25-39-;-8-10-;0;0;0;2;3;211029,3;2;8;18495,3;9;36;1280,1;154;743;114,2;332;1383;64,8;377;1835;34,3;4642;19646;16;7564;33345;10,5;19005;82980;7,8;22458;99530;7,9;103086;455333;5,4;258012;1112596;3,6;0;0;4;639,9;82;17,1;161;8,7;2239;1,5;3601;2,6;11341;3,9;17821;11,5;49322;2,3;380627;2,6;DO 972 0751;
24055;MARDI;09/07/2024;1;07/10/2024;28;15;19;39;6;7;11;-6-15-19-28-39-;-7-11-;0;0;0;0;2;233146,7;2;7;15568,6;9;34;998,3;128;607;103;248;1213;54,4;310;1410;32,9;3679;16910;13,7;5986;25585;10,1;13334;57756;8,3;18709;86685;6,7;82314;352051;5,2;179259;792341;3,7;0;0;5;384,3;59;18;120;8,7;1930;1,3;2960;2,3;9344;3,5;15060;10,2;40341;2,1;315615;2,4;CC 517 0755;
24054;VENDREDI;05/07/2024;3;03/10/2024;29;47;31;13;11;11;1;-11-13-29-31-47-;-1-11-;0;1;39132032;1;6;109598,2;3;14;10977,8;12;45;1063,7;175;847;104,1;332;1591;58,5;489;2056;31,8;4383;20981;15,6;7226;32900;11,1;19316;83957;8,1;21403;100491;8,1;99839;448978;5,7;264334;1150742;3,6;1;1497,2;7;171,1;82;18,2;172;8,6;2255;1,6;3449;2,8;10833;4,3;16770;12,9;48787;2,5;380840;2,8;PV 199 2903;
24053;MARDI;02/07/2024;2;30/09/2024;46;7;2;34;35;6;8;-2-7-34-35-46-;-6-8-;0;0;0;0;2;248851,1;0;2;58160,6;3;21;1725,2;69;396;168,5;200;1009;69,9;177;972;51;3766;16589;14,9;4339;20357;13,5;9964;46192;11,1;22727;96176;6,4;72110;327200;6;163473;735440;4,3;0;0;1;2091,3;47;24,2;96;11,8;1841;1,5;2143;3,5;10658;3,3;19078;8,8;35409;2,6;352280;2,3;FG 761 0262;
24052;VENDREDI;28/06/2024;1;26/09/2024;10;18;35;16;22;10;1;-10-16-18-22-35-;-1-10-;0;0;0;1;1;653225,3;2;5;30533,9;6;25;1902,1;142;617;141,9;347;1401;66;421;1847;35,2;4540;19080;17;7709;31109;11,6;19614;82728;8,1;22698;96503;8,4;105774;436567;5,9;272123;1139040;3,6;0;0;5;565,1;67;23;167;9,4;2320;1,6;3816;2,7;11754;4,1;17804;12,7;51593;2,4;400547;2,8;FO 577 0795;
24051;MARDI;25/06/2024;12;23/09/2024;14;16;49;45;37;5;7;-14-16-37-45-49-;-5-7-;0;1;213887390;1;8;141110,2;2;15;17589,2;17;55;1494,1;299;1122;134,9;720;2697;59,3;621;2296;48,9;11967;44842;12,5;12947;49896;12,5;26600;103586;11,2;70237;260815;5,4;198955;764555;5,8;400999;1553498;4,6;1;2840,8;9;227,2;144;19,1;306;9,2;5221;1,3;5947;3,1;30255;2,9;56396;7,2;89653;2,5;916666;2,2;EJ 424 5315;
24050;VENDREDI;21/06/2024;11;19/09/2024;4;3;11;7;17;12;3;-3-4-7-11-17-;-3-12-;0;0;0;7;14;86983,1;17;44;6468,4;15;74;1197,9;874;3055;53,4;853;3238;53,3;1869;6419;18,8;10769;40818;14,8;25738;91280;7,4;58429;204607;6,1;50365;198681;7,6;279392;1030776;4,6;652967;2392296;3,2;4;763,9;5;488,9;388;7,7;399;7,5;5072;1,4;11520;1,7;24114;3,9;35340;12,4;125987;1,9;807307;2,7;UP 370 6361;
24049;MARDI;18/06/2024;10;16/09/2024;34;11;36;33;3;12;1;-3-11-33-34-36-;-1-12-;0;0;0;1;5;185067;2;6;36044,3;9;41;1642,9;192;800;155,1;407;1713;76,5;435;2029;45,4;6427;26555;17,3;8595;36552;14;23455;101523;9,4;35582;143991;8;133713;553256;6,6;369455;1534807;3,8;0;0;5;793,2;93;23,1;187;11,4;3118;1,7;3961;3,6;16700;4;28662;11;61919;2,8;568476;2,7;DO 202 2964;
24048;VENDREDI;14/06/2024;9;12/09/2024;13;2;16;24;32;7;1;-2-13-16-24-32-;-1-7-;0;0;0;1;10;109895,2;3;19;13518;28;88;909;421;1604;91,8;945;3325;46,8;968;3742;29,2;11825;42911;12,7;16671;64389;9,4;35513;142255;7,9;59259;214237;6,4;217455;848501;5,1;452869;1847351;3,7;1;2613,9;11;190,1;200;12,8;413;6,2;5248;1,2;7349;2,3;26643;3;41603;9;97583;2,1;764806;2,4;OA 601 5773;
24047;MARDI;11/06/2024;8;09/09/2024;48;15;7;34;45;7;9;-7-15-34-45-48-;-7-9-;0;0;0;0;5;168413,4;1;10;19680,5;14;56;1094,6;206;945;119,4;560;2360;50,5;361;1867;44,9;8638;34664;12;9302;41280;11,3;18712;82326;10,5;47821;187141;5,6;142692;616187;5,3;273912;1209516;4,4;0;0;4;864,9;93;20,6;256;7,4;3905;1,2;4318;2,9;21473;2,7;35458;7,8;64929;2,4;598955;2,3;OA 484 4606;
24046;VENDREDI;07/06/2024;7;05/09/2024;30;26;15;37;16;8;5;-15-16-26-30-37-;-5-8-;0;0;0;2;9;136127,5;0;5;57267,4;18;79;1128,9;322;1312;125,2;1031;3821;45,4;790;2910;41,9;15001;56573;10,7;16262;60826;11,1;34796;127695;9,9;77437;294555;5,2;237909;885563;5,4;513976;1876170;4,1;1;3295,5;6;376,6;144;22,4;461;7;6550;1,2;7295;2,9;34566;2,9;56577;8,3;108329;2,4;957411;2,4;ES 120 1943;
24045;MARDI;04/06/2024;6;02/09/2024;43;7;6;9;14;4;3;-6-7-9-14-43-;-3-4-;0;0;0;1;2;279488,3;1;7;18663,1;6;26;1565;154;647;115,8;352;1608;49,2;356;1443;38,5;4478;20966;13,2;7950;33014;9,4;16201;67722;8,5;21321;100326;6,9;110094;473384;4,6;218517;948932;3,7;1;1219,8;3;325,2;67;18,2;145;8,2;2057;1,4;3707;2,1;9842;3,8;14975;11,7;50444;1,9;358570;2,4;AU 243 4895;
24044;VENDREDI;31/05/2024;5;29/08/2024;16;33;4;34;7;8;7;-4-7-16-33-34-;-7-8-;0;0;0;0;2;351238;3;3;54726,7;7;29;1763,3;167;828;113,7;358;1741;57,1;318;1539;45,4;5271;24339;14,3;9157;41733;9,3;15832;76287;9,5;28080;126555;6,9;131896;591308;4,6;232988;1102388;4;0;0;4;680,6;76;19,9;158;9,5;2435;1,5;4131;2,4;13041;3,6;19342;11,2;60028;2;475244;2,2;SA 414 4481;
24043;MARDI;28/05/2024;4;26/08/2024;18;16;35;41;36;6;7;-16-18-35-36-41-;-6-7-;0;0;0;0;2;250693,2;2;12;9765,1;1;15;2433,2;97;513;131;184;973;73;173;928;53,8;3119;15394;16,2;4281;21209;13,1;8167;42788;12,1;18466;87237;7,2;68672;332149;5,9;130503;668155;4,7;0;0;1;1917,4;49;21,3;92;11,5;1486;1,7;2033;3,4;8663;3,8;16483;9,3;32581;2,6;372484;2;UM 326 7642;
24042;VENDREDI;24/05/2024;3;22/08/2024;12;9;22;18;50;1;3;-9-12-18-22-50-;-1-3-;0;0;0;0;2;321429,7;0;6;25041,1;5;29;1613,7;212;803;107,3;424;1757;51,8;455;1760;36,3;5783;24731;12,9;8924;37089;9,6;19158;79991;8,3;26952;120936;6,6;119936;512888;4,9;257010;1114599;3,6;0;0;2;1251,9;93;14,7;174;7,9;2685;1,2;4091;2,2;12401;3,5;18285;10,9;54552;2;389871;2,5;OR 724 4652;
24041;MARDI;21/05/2024;2;19/08/2024;13;11;48;14;34;9;7;-11-13-14-34-48-;-7-9-;0;0;0;0;1;461188,2;0;5;21557,4;4;33;1017,3;85;447;138,3;283;1264;51,7;167;919;49,9;4884;20234;11,3;4970;22989;11,1;9593;45943;10,3;26662;109565;5,2;79784;362186;5;151068;707727;4,1;0;0;2;603,6;33;29,5;130;7,6;2247;1,1;2404;2,7;12506;2,5;18497;7,8;37317;2,2;308461;2,3;HE 712 2807;
